0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:23 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:23 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:23 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:23 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:33:24 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:08 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:08 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:08 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:08 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:08 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:08 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:08 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:21 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:21 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:21 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:21 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:21 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:21 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:24 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:34:24 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:36:20 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:36:35 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:36:35 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:43:52 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:43:53 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:43:53 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:44:46 +0700] "GET /jquery-3.1.1.js HTTP/1.1" 200 267194
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:14 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:14 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:14 +0700] "GET /jquery.js HTTP/1.1" 404 1021
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:37 +0700] "GET /translater.html HTTP/1.1" 200 673
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:37 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:37 +0700] "GET /jquery-3.1.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:37 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:37 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:37 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:38 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:38 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:38 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:38 +0700] "GET /jquery-3.1.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:38 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:38 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:39 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:39 +0700] "GET /jquery-3.1.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:39 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:39 +0700] "GET /style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:39 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:39 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:40 +0700] "GET /translater.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:40 +0700] "GET /jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:40 +0700] "GET /jquery-3.1.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:40 +0700] "GET /app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:40 +0700] "GET /jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Oct/2016:10:45:40 +0700] "GET /style.css HTTP/1.1" 304 -
